,course_name,course_link,university_name,course_type,university_logo,time_required,course_language,course_subtitles,course_skills,course_rating,category,sub_category,course_level
1701,Estatística não-paramétrica para a tomada de decisão,https://www.coursera.org/learn/estatistica-nao-parametrica,Universidade de São Paulo,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/8f/4b5a90378011e5a61ebde0011ec7cd/logo_USP_quadrado---C_pia.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 12 hours to complete,Portuguese (Brazilian),Subtitles: Portuguese (Brazilian),[],4.4stars,Data Science,Probability and Statistics,Intermediate Level
1702,Estilos de Liderazgo: opciones para avanzar en desafíos complejos,https://www.coursera.org/learn/estilos-liderazgo,Universidad de los Andes,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/f2/1e0fc0666311e5bb98e7bc1b66e0e4/uniandessquare.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 19 hours to complete,Spanish,Subtitles: Spanish,[],not-mentioned,Personal Development,Personal Development,Intermediate Level
1703,Estrategia Empresarial,https://www.coursera.org/learn/estrategia-empresarial,Universidad Austral,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/ac/a772c05dce11e6bb662dc2b8beb8bf/Logo-Austral-Pantone-V-400x400.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 13 hours to complete,Spanish,Subtitles: Spanish,"['Modeling', 'Business Administration', 'Innovation', 'strategy']",4.8stars,Business,Leadership and Management,Beginner Level
1704,Estrategia de precios,https://www.coursera.org/learn/estrategia-precios,IE Business School,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/c1/7b3f70ad6911e68aeeff5dd478f537/01_ie_Claim_V_300_square.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 11 hours to complete,Spanish,Subtitles: Spanish,"['Marketing', 'Pricing Strategies', 'Business Strategy', 'Pricing', 'Strategic Management']",not-mentioned,Business,Marketing,not-mentioned
1705,Estrategias de  Redes Sociales,https://www.coursera.org/learn/redes-sociales-estrategias,Universidad Austral,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/ac/a772c05dce11e6bb662dc2b8beb8bf/Logo-Austral-Pantone-V-400x400.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 22 hours to complete,Spanish,Subtitles: Spanish,"['Social Media Marketing', 'Social Media', 'Marketing', 'Digital Marketing']",not-mentioned,Business,Business Strategy,Beginner Level
1706,Estrategias para ganar. Meteorología en la vuelta al mundo,https://www.coursera.org/learn/estrategiasparaganar-meteorologia,Universitat de Barcelona,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/0c/dd4200c5a911e5b91fdda7c1ae96a1/simbol_pos_rgb-1x1-360px.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 19 hours to complete,Spanish,Subtitles: Spanish,[],not-mentioned,Physical Science and Engineering,Physics and Astronomy,Intermediate Level
1707,Estratégicos Empresariales Proyecto Final ,https://www.coursera.org/learn/estrategicos-empresariales-proyecto,Universidad Nacional Autónoma de México,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/77/0f25406e2711e6b5ae85b51433cf6f/unam.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 11 hours to complete,Spanish,Subtitles: Spanish,[],4.1stars,Business,Business Strategy,not-mentioned
1708,Estructura de capital y política de dividendos,https://www.coursera.org/learn/estructura,Universidad Nacional Autónoma de México,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/77/0f25406e2711e6b5ae85b51433cf6f/unam.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 9 hours to complete,Spanish,Subtitles: Spanish,[],not-mentioned,Business,Finance,Intermediate Level
1709,Estructuras de datos en Python,https://www.coursera.org/learn/estructura-de-datos-python,Universidad Austral,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/ac/a772c05dce11e6bb662dc2b8beb8bf/Logo-Austral-Pantone-V-400x400.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 15 hours to complete,Spanish,Subtitles: Spanish,"['Python Implementations', 'Computer Programming', 'Python Programming']",4.5stars,Computer Science,Software Development,Beginner Level
1710,Estrutura e Funcionamento das Redes de Computadores,https://www.coursera.org/learn/redes-computadores,Cresça com o Google,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/ff/dd026f11fc40d6ab394eb3d941abeb/logo_cresca_google_rgb_vertical-_1_.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 24 hours to complete,Portuguese (Brazilian),"Subtitles: Arabic, French, Portuguese (Brazilian), Russian, English, Spanish","['Ipv4', 'Resolução de problemas', 'Sistema de Nomes de Domínio (DNS)', 'Modelo de rede']",4.9stars,Information Technology,Networking,Beginner Level
1711,Ethical Leadership Through Giving Voice to Values,https://www.coursera.org/learn/uva-darden-giving-voice-to-values,University of Virginia,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/f2/9b83af4f4a200e807feeb2969f02c9/uva_logo.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 10 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish","['Leadership', 'Business Ethics', 'Ethical Leadership']",4.6stars,Business,Leadership and Management,Beginner Level
1712,Ethical Social Media ,https://www.coursera.org/learn/ethical-social-media,The University of Sydney,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/b6/1c7980e65b11e585a5d1c2a17c7763/USY_Mono_Stacked_Logo_360x360.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 11 hours to complete,English,Subtitles: English,[],4.5stars,Social Sciences,Governance and Society,not-mentioned
1713,"Ethics, Technology and Engineering ",https://www.coursera.org/learn/ethics-technology-engineering,Eindhoven University of Technology,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/8b/253ac0c9dc49ccb71797cd9fd02efe/TUe-logo-square-descriptor-stack-scarlet-S.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 31 hours to complete,English,Subtitles: English,[],not-mentioned,Physical Science and Engineering,Research Methods,Beginner Level
1714,Etkili Konuşma (Effective Speaking),https://www.coursera.org/learn/etkili-konusma,Koç University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/8e/e00ce7bcd4cb525bfb80bd37a3d992/Koc_Logo.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 9 hours to complete,Turkish,Subtitles: Turkish,[],not-mentioned,Personal Development,Personal Development,not-mentioned
1715,Etkili Konuşmada Retorik (Rhetoric in Effective Speaking),https://www.coursera.org/learn/retorik,Koç University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/8e/e00ce7bcd4cb525bfb80bd37a3d992/Koc_Logo.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 4 hours to complete,Turkish,Subtitles: Turkish,[],not-mentioned,Personal Development,Personal Development,not-mentioned
1716,European Business Law: Competing in Europe,https://www.coursera.org/learn/eu-competition-law,Lund University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/60/1150d0e0ca11e3a2dce3847b2017f0/LU_square_logo_180x180.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 15 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish",[],not-mentioned,Business,Business Essentials,not-mentioned
1717,European Business Law: Doing Business in Europe,https://www.coursera.org/learn/eu-law-doing-business,Lund University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/60/1150d0e0ca11e3a2dce3847b2017f0/LU_square_logo_180x180.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 14 hours to complete,English,Subtitles: English,[],4.8stars,Business,Business Essentials,not-mentioned
1718,European Business Law: Understanding the Fundamentals,https://www.coursera.org/learn/european-law-fundamentals,Lund University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/60/1150d0e0ca11e3a2dce3847b2017f0/LU_square_logo_180x180.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 13 hours to complete,English,Subtitles: English,"['Foreign Policy', 'Law', 'Legal Research', 'Business Law']",4.8stars,Business,Business Essentials,not-mentioned
1719,Evaluación de inversiones en Bienes de Capital ,https://www.coursera.org/learn/evaluaciondeinversiones,Universidad Nacional Autónoma de México,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/77/0f25406e2711e6b5ae85b51433cf6f/unam.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 14 hours to complete,Spanish,Subtitles: Spanish,[],not-mentioned,Business,Finance,Intermediate Level
1720,Evaluación de peligros y riesgos por fenómenos naturales,https://www.coursera.org/learn/riesgos-fenomenos-naturales,Universidad Nacional Autónoma de México,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/77/0f25406e2711e6b5ae85b51433cf6f/unam.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 17 hours to complete,Spanish,Subtitles: Spanish,[],not-mentioned,Physical Science and Engineering,Environmental Science and Sustainability,Beginner Level
1721,Evaluación del Aprendizaje en Escenarios Clínicos,https://www.coursera.org/learn/evaluacion-aprendizaje-escenarios-clinicos,Tecnológico de Monterrey,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/fc/63a37087ef11e581b8eb3429dee2e7/logo_tec_360x360_blanco-sobre-azul.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 43 hours to complete,Spanish,Subtitles: Spanish,"['Comparación', 'Síntesis', 'Observación', 'Evaluación', 'Análisis']",4.8stars,Health,Patient Care,Intermediate Level
1722,Evaluación educativa del y para el aprendizaje en educación superior,https://www.coursera.org/learn/evaluacion-educativa,Universidad Nacional Autónoma de México,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/77/0f25406e2711e6b5ae85b51433cf6f/unam.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 9 hours to complete,Spanish,Subtitles: Spanish,[],4.8stars,Social Sciences,Education,Beginner Level
1723,Evaluación para el aprendizaje: Enfoque cualitativo,https://www.coursera.org/learn/evaluacion-cualitativa,Universidad Nacional Autónoma de México,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/77/0f25406e2711e6b5ae85b51433cf6f/unam.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 8 hours to complete,Spanish,Subtitles: Spanish,[],4.9stars,Social Sciences,Education,Intermediate Level
1724,Evaluación para el aprendizaje: Enfoque cuantitativo,https://www.coursera.org/learn/evaluacion-aprendizaje-enfoque-cuantitativo,Universidad Nacional Autónoma de México,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/77/0f25406e2711e6b5ae85b51433cf6f/unam.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 15 hours to complete,Spanish,Subtitles: Spanish,[],not-mentioned,Social Sciences,Education,Intermediate Level
1725,Evaluate Machine Learning Models with Yellowbrick,https://www.coursera.org/learn/machine-learning-model-yellowbrick,Coursera Project Network,GUIDED PROJECT,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/2f/fa317273e848a280b035538e800cd7/2X-description-page-logo-250-x-50.png?auto=format%2Ccompress&dpr=1&h=70,2 hours,English,English,"['Data Science', 'Machine Learning', 'Python Programming', 'Data Visualization (DataViz)', 'Scikit-Learn']",4.8stars,Data Science,Machine Learning,Subtitles: Spanish
1726,Evaluate Profit Margins with VLOOKUP in Google Sheets,https://www.coursera.org/learn/evaluate-profit-margins-with-vlookup-in-google-sheets,Coursera Project Network,GUIDED PROJECT,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/2f/fa317273e848a280b035538e800cd7/2X-description-page-logo-250-x-50.png?auto=format%2Ccompress&dpr=1&h=70,not-mentioned,not-mentioned,not-mentioned,"['Financial Statement', 'Business Analysis', 'Lookup Tables', 'Profit Margin Calculation']",4.5stars,Business,Finance,mixed/not-mentioned
1727,Evaluating Designs with Users,https://www.coursera.org/learn/evaluating-designs-with-users,University of Michigan,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/70/de505d47be7d3a063b51b6f856a6e2/New-Block-M-Stacked-Blue-295C_600x600.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 8 hours to complete,English,Subtitles: English,"['User Research', 'human computer interaction', 'User Experience (UX)', 'User Experience Design (UXD)']",4.8stars,Computer Science,Design and Product,Beginner Level
1728,Evaluating Problems,https://www.coursera.org/learn/evaluating-problems,Macquarie University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/75/9b16b03fca11e5a4c2491977540484/square-360px.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 16 hours to complete,English,Subtitles: English,[],not-mentioned,Business,Leadership and Management,Beginner Level
1729,Evaluating User Interfaces,https://www.coursera.org/learn/ui-testing,University of Minnesota,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/75/a144950f75d01464eef8e64003285c/FB-GoldM-maroon.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 12 hours to complete,English,Subtitles: English,"['User Research', 'Heuristic Evaluation', 'User Interface Design (UI Design)', 'User Interface']",4.7stars,Computer Science,Design and Product,not-mentioned
1730,Evaluating the Quality of Healthcare Delivery,https://www.coursera.org/learn/quality-of-healthcare,Northeastern University ,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/0f/a2cb901a6f11e9ae48e9624f538bca/NU_MonoNU_CMYK_RB-_3_.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 9 hours to complete,English,Subtitles: English,[],4.6stars,Health,Healthcare Management,Beginner Level
1731,Evaluations of AI Applications in Healthcare,https://www.coursera.org/learn/evaluations-ai-applications-healthcare,Stanford University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/e8/7cc3d09d3f11e698dfff46d35f2da1/Stanford_Coursera_Logo.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 11 hours to complete,English,Subtitles: English,[],4.7stars,Data Science,Machine Learning,Beginner Level
1732,Everyday Chinese Medicine 2,https://www.coursera.org/learn/everyday-chinese-medicine-2,The Chinese University of Hong Kong,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/9d/4e1adf8a2b24ca8d681102cf22f035/cuhk_emblem.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 4 hours to complete,English,Subtitles: English,[],4.8stars,Health,Public Health,Beginner Level
1733,"Everyday Excel, Part 1",https://www.coursera.org/learn/everyday-excel-part-1,University of Colorado Boulder,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/bb/16e85962a963ab3546196705d25865/CUBoulder_360x360.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 24 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Vietnamese, Russian, English, Spanish","['Data Management', 'Spreadsheet', 'Microsoft Excel', 'Problem Solving', 'Real World']",4.8stars,Computer Science,Design and Product,Beginner Level
